j-foil-f4-t18
0.99995208 0.00250916
0.99828170 0.00280654
0.99605277 0.00322520
0.99337262 0.00374905
0.99024448 0.00438129
0.98667196 0.00512505
0.98265906 0.00598310
0.97821010 0.00695781
0.97332972 0.00805109
0.96802288 0.00926434
0.96229482 0.01059851
0.95615107 0.01205401
0.94959741 0.01363076
0.94263990 0.01532816
0.93528487 0.01714509
0.92753881 0.01907988
0.91940855 0.02113039
0.91090107 0.02329393
0.90202359 0.02556731
0.89278353 0.02794682
0.88318853 0.03042830
0.87324645 0.03300706
0.86296530 0.03567796
0.85235334 0.03843537
0.84141899 0.04127325
0.83017088 0.04418513
0.81861784 0.04716410
0.80676890 0.05020290
0.79463325 0.05329386
0.78222034 0.05642900
0.76953979 0.05959999
0.75660141 0.06279821
0.74341527 0.06601478
0.72999162 0.06924056
0.71634092 0.07246621
0.70247391 0.07568215
0.68840148 0.07887869
0.67413483 0.08204602
0.65968534 0.08517418
0.64506468 0.08825321
0.63028473 0.09127306
0.61535763 0.09422372
0.60029578 0.09709520
0.58511184 0.09987756
0.56981871 0.10256099
0.55442956 0.10513579
0.53895780 0.10759247
0.52341712 0.10992170
0.50782145 0.11211441
0.49218496 0.11416178
0.47652209 0.11605533
0.46084750 0.11778689
0.44517608 0.11934864
0.42952296 0.12073320
0.41390347 0.12193360
0.39833316 0.12294328
0.38282775 0.12375627
0.36740314 0.12436697
0.35207542 0.12477045
0.33686078 0.12496227
0.32177559 0.12493855
0.30683631 0.12469607
0.29205950 0.12423218
0.27746179 0.12354489
0.26305988 0.12263287
0.24887050 0.12149541
0.23491042 0.12013256
0.22119638 0.11854494
0.20774513 0.11673400
0.19457339 0.11470179
0.18169780 0.11245108
0.16913499 0.10998546
0.15690146 0.10730913
0.14501369 0.10442704
0.13348802 0.10134496
0.12234071 0.09806937
0.11158793 0.09460751
0.10124579 0.09096746
0.09133029 0.08715816
0.08185734 0.08318948
0.07284282 0.07907226
0.06430250 0.07481841
0.05625210 0.07044121
0.04870718 0.06595538
0.04168307 0.06137747
0.03519472 0.05672611
0.02925637 0.05202265
0.02388104 0.04729169
0.01907968 0.04256187
0.01485998 0.03786659
0.01122468 0.03324461
0.00816895 0.02874076
0.00567800 0.02440522
0.00372388 0.02029249
0.00226365 0.01645856
0.00123925 0.01295706
0.00057947 0.00983527
0.00020540 0.00713061
0.00004110 0.00486914
-0.00000193 0.00306681
0.00003548 0.00130761
0.00020214 -0.00089933
0.00058115 -0.00353707
0.00126911 -0.00657410
0.00236929 -0.00996015
0.00398062 -0.01362506
0.00618555 -0.01748260
0.00904071 -0.02143922
0.01257344 -0.02540497
0.01678550 -0.02930200
0.02166015 -0.03306903
0.02716997 -0.03666136
0.03328281 -0.04004839
0.03996580 -0.04321049
0.04718735 -0.04613591
0.05491810 -0.04881845
0.06313116 -0.05125570
0.07180194 -0.05344778
0.08090792 -0.05539659
0.09042834 -0.05710536
0.10034390 -0.05857816
0.11063659 -0.05981972
0.12128938 -0.06083539
0.13228604 -0.06163091
0.14361111 -0.06221240
0.15524966 -0.06258643
0.16718723 -0.06275977
0.17940977 -0.06273956
0.19190355 -0.06253323
0.20465512 -0.06214846
0.21765126 -0.06159317
0.23087894 -0.06087553
0.24432528 -0.06000392
0.25797754 -0.05898694
0.27182310 -0.05783336
0.28584940 -0.05655209
0.30004395 -0.05515219
0.31439434 -0.05364284
0.32888817 -0.05203332
0.34351308 -0.05033291
0.35825672 -0.04855102
0.37310674 -0.04669702
0.38805079 -0.04478029
0.40307650 -0.04281013
0.41817149 -0.04079580
0.43332335 -0.03874648
0.44851963 -0.03667121
0.46374786 -0.03457889
0.47899554 -0.03247822
0.49425010 -0.03037773
0.50949897 -0.02828571
0.52472949 -0.02621019
0.53992904 -0.02415893
0.55508490 -0.02213941
0.57018434 -0.02015873
0.58521462 -0.01822370
0.60016295 -0.01634074
0.61501659 -0.01451588
0.62976272 -0.01275474
0.64438859 -0.01106256
0.65888143 -0.00944407
0.67322853 -0.00790362
0.68741719 -0.00644505
0.70143478 -0.00507173
0.71526877 -0.00378657
0.72890667 -0.00259194
0.74233612 -0.00148978
0.75554487 -0.00048148
0.76852079 0.00043208
0.78125196 0.00125048
0.79372658 0.00197386
0.80593303 0.00260284
0.81785996 0.00313846
0.82949617 0.00358236
0.84083079 0.00393661
0.85185315 0.00420370
0.86255290 0.00438663
0.87291995 0.00448882
0.88294459 0.00451410
0.89261738 0.00446669
0.90192928 0.00435123
0.91087159 0.00417271
0.91943601 0.00393639
0.92761461 0.00364794
0.93539989 0.00331326
0.94278477 0.00293850
0.94976258 0.00253009
0.95632710 0.00209461
0.96247255 0.00163884
0.96819363 0.00116969
0.97348547 0.00069420
0.97834367 0.00021944
0.98276431 -0.00024741
0.98674390 -0.00069923
0.99027946 -0.00112890
0.99336844 -0.00152939
0.99600875 -0.00189387
0.99819871 -0.00221586
0.99993679 -0.00249082
